Ids,Sentiment,Sarcasm,Vulgar,Abuse,Target,OCR
Hindi_image_564.jpg,Positive,Non-Sarcastic,Vulgar,Abusive,Others,BEFOREEXAM भाइ कुछ नही पढा मैन इस बारपक्का फेॅल हूँ MYIEND Titu Mama AFTER RESULT# भाई ८०% आएहैं 0 me भडवे ओरे भडवे कहाँ से आया है रे तूi UnokQicial
Hindi_image_565.jpg,Neutral,Non-Sarcastic,Vulgar,Non-abusive,None,गैंडफाड़ Comeback की तैयारी
Hindi_image_567.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,MUSCEBAD हाँ भाई ! तू तो नए साल के पावन अवसर पर Gym Join करने वाला था ? MUSCGEBALI VSHQ NAHI DEADLIFT K4R0
Hindi_image_571.jpg,Negative,Non-Sarcastic,Vulgar,Abusive,Others,GRACE Tu रndi ke sabse Attach hojata hai
Hindi_image_579.jpg,Neutral,Non-Sarcastic,Vulgar,Non-abusive,Others,"गैंड मराए दुनियादारी,मैं चला Gym

LAaj Chest Maarna Hai ]"
Hindi_image_58.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,"Baby ghar aao na, aai pe koi nhi hai Pagal hai !! marwavegi kya Haan ghar"
Hindi_image_583.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,"Hath Jodke Aapse guzaarish krta hun,
Dur rahiye mere bete se"
Hindi_image_584.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Religion,"घबराहट का कारण

MUSC EBALI

Gym के बाद अंडे खा लिए

[भूल गया था आज Tuesday हैं]"
Hindi_image_586.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,None,"Na kisi se love,Na kisi se fight

[बदमोश की दिनचर्या]

MUSCCEBALI

PAU

7 bje dinner,10 bje goodnight"
Hindi_image_588.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,"मैं क्या कह रहा था!
एक मौका और
देके देखते हैं उसे!

मुंह में ऐसा
LOLA दूंगा
बिना सांस
लिए मर जाएगा!"
Hindi_image_589.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,None,"हमारी बदमोसी के आगे,बड़ों बड़ों
ने हथियार डाल दिए ... लाड़ले"
Hindi_image_59.jpg,Positive,Non-Sarcastic,Vulgar,Non-abusive,Gender,"बाबा रामदेवः आज की औरतें इतने कम कपड़ पहनती हैं कि उनकी ब्रा, टाँगे , पीठ का पूरा बदन दिखता ्ै! संता की आवाज आई, बाबा जी योगा कराओ सुबहनसुबह खड़ा मत कराओ"
Hindi_image_591.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None,Mixi में डालो 60 gram चना ...
Hindi_image_593.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Gender,"Har Nazar me Mumkin
nahi Begunah rehna Kuch Harami Dost pata laga
lete hai ki Chakka hai"
Hindi_image_595.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None,"Naya saal aagya lekin, Kal se padhunga' wala kal nhi aaya @lamethoughts -"
Hindi_image_597.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Social Sub-groups,"Duniya ka ek hi rishta hai jo
jaati, dharm, ameer-gareeb,
uunch-neech nahi dekhta,
aur wo hai ""अवैध संबंध"""
Hindi_image_6.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Gender,"जीतोः जरा ये ब्रा का हुक लगा दीजिये| संताः मैं इसके बदले 4 चुंबन ( किस ) लूंगा| जीतोः रहने दो, "" पड़ोसी से फ्री में लगवा लेती हूँ, वो हाथ डालकर सेट भी कर देगाI"" प्लीज़"
Hindi_image_60.jpg,Positive,Sarcastic,Vulgar,Abusive,None,"मौन व्रत के दिन् पत्नी बुब्स हिलाके पति को दिखाईं. तो पति भी अपना lu*d निकाल कर दिखाया. पत्नी बिदकते जोर से बोली, ""bho*dike के, झैए कहरही ब्ील्दुध वाला कब आएगा..?"" पति साली , मैंने भी तो कहा तुझे.. 1 घंटे में..!!"
Hindi_image_602.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others,ले भाई तू भी Body बना ले
Hindi_image_604.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,"Madam ji अगर आप चाहो, तो मैं आपको
'Personal Training' दे सकता हूँ"
Hindi_image_607.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,None,"भाई अंडे का Yellow Part निकाल
दिया कर, उसमें Fat होता हैं"
Hindi_image_608.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,None,"Mera L*nd Jaaye Subah
6.00 Baje Gym"
Hindi_image_61.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender,"इसे केहते है ""खौफ"" एक medical store पर लङका : ५० कंडोम देना पास में खड़़ी 2 लड़कियाँ हँसने लगी | लङका : ५२ देना दोनो लड़किया गायब????????????"
Hindi_image_611.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,None,"Trainer Bhaiya ये मेरा दोस्त हैं

MU

EBALI

OLIET HARD

इसको भी Gym Join करनी हैं"
Hindi_image_612.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,"भाई तेरे घर के बाहर खड़ा हूँ ....
जल्दी आ गंम्मरे

MUS

SMO N

Gym के लिए Late हो रहा हैं यार"
Hindi_image_613.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Gender,पहलैे शादी कखकेबच्चे पैदाकर लूँगफ फिरSa७७७लैके B७६बनालूंगा MUSCGEBALI ISHQ NAHI DEADLIFT KAR० २:79
Hindi_image_616.jpg,Negative,Sarcastic,Vulgar,Abusive,Others,जब आपका कॉन्वेंट वाला उद्दंड मित्र फ़ालतू बकैती पेल रहा हो और आप उसे जानबुझ कर सरकारी विद्यालय के हरामी लोंडों के पास भेज दें और वह अगले दिन गांड़ के बल कक्षा में बैठ ना पाए और ना ही किसी को बता पाए @hindimemesangh [अकेले मजा लेते आप ]
Hindi_image_618.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None,"देख क्या रहा हैं भाई, नानी को किसी ने बता दिया कि मेरी ' Bulkingl चल रही हैं ... MUSCGEBALI SHQ NAhIDEADLIET AR0 Al ^^? Mvsco 3 4 3 0"
Hindi_image_62.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,२ Baje Gye !! Chal Shor Karte Hain Nahi To Property Ke Aur Hisse Honge
Hindi_image_620.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,None,८9 क्यों रे Piddi ! कितनी बार कहा हैं कि Tuesday को Gym में सबसे पहले 'Hanuman Chalisa चलाया कर फिर कुछ और MUSCGEBALI ISHQ NAHI DEADLIET KARO SBAL] KAR0 a0ाF1 तुझसे
Hindi_image_621.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,"याद रखना ! agar तुम kisi ke लिए
गड्डा khodge तो tumhe भी गड्डा
खुदा hua ही milega
(और ये baat गड्डे के liye nhi है)"
Hindi_image_624.jpg,Positive,Non-Sarcastic,Vulgar,Non-abusive,Gender,"Bhai aaj Ek Ladki Nai
mujhe I love You bola

to ro kyu rha hai

mnvies.com

Unofficial
Titu mama

baad me boli ye prank
tha Camera kai saamne

To tune kya kiya

haath hila kai hi bol do

ORAMAGrFtlovemovies.com

Camera kai saamne
Mutth Marne laga.

Bhag Chutiye"
Hindi_image_625.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups,"Andhi ladki ko propose kiya tha usne bhi bol diya "" आंधी hu बेहरी nhi jab aawaz hi esi hai to shakal kaisi hogi"" @lamethougnts"
Hindi_image_627.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual,Ye dekho Ye Subah uthte he Phone chalane Beth gava Daya
Hindi_image_628.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual,"Neeche dekho Neeche!

Neeche to dekho !!"
Hindi_image_629.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,@sharma jsays Jlढli kar Chappal padne wali hai
Hindi_image_631.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual,"My friend

Unofficial
Titu mama

Bhai Mia Khalifa Ka naya Video dekha.
Kya Maal Lag Rhi Thi
Me

Mutthal Ore Mutthal
Kaha se aya hai re Tu"
Hindi_image_632.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,"Haan bhai, woh meri abhi comeback se baat hui thi woh bola wo toh ab kabhi nhi ayega @lamethoughts"
Hindi_image_634.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,Cbum Who ???
Hindi_image_635.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,"गुप्त से पता चला हैं कि Winter Arc का कार्यक्रम, पूरी तरह से असफल हो गया है... हमारी Team Report तैयार कर रही है, जल्दी ही सच आपके सामने होगा 179804 बिल्लू fmmer अिध्यक्ष) MUSGEBALI DEAD सूत्रों"
Hindi_image_636.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None,"Me after telling her ""tum nhi khaogi toh mein bhi nhi khaunga @lainethoughis"
Hindi_image_637.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual,[ भाई एकबातबता..ये ProposeDayt कौनसा Bodypart करते हें MUSCEEBALI SHQ NAHI DEADLIFTKARO
Hindi_image_64.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,दीदी आपकी Back पहले से बहत निकल गयी है क्या खा हा आजकल? रोज रात को Doggy style में धक्के
Hindi_image_643.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Others,"Aey zindagi, maa chuda le."
Hindi_image_646.jpg,Neutral,Sarcastic,Non Vulgar,Abusive,Individual,"TERE SE MILNE
SAALE KO
RASTE ME HE
PEL DIYA
- Tumhara VIRAT

*This is for you*

Titu mama
Unofficial

SARFARAZ AA
RAHA THA"
Hindi_image_650.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,विषाद को अपशब्द] @hindimemesangh मै और मेरे मित्रगुण प्रेरणादाई साहित्य के अनुयाई है
Hindi_image_652.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,Best way to such hot in just 3 months Before After borco0ane1 get body
Hindi_image_654.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,"Women Can Gossip
Anytime,
Anywhere,
Anyplace"
Hindi_image_658.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,"Breaking News
Dubai Mein Fase 11 Log Airport
Se Pakistan Ke Liye Rawana"
Hindi_image_659.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual,"my friend

Bhai Musical.ly App Bohut owesome hai ..

KT

Chakke Ore Chakke Kaha
se Aaya hai re Tu."
Hindi_image_662.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,"Aap jyada mat socha
karo aapke ghutno
mai dard hoga"
Hindi_image_664.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,I0n 4^v1 Dost ke saare paise kharch karwa deta hu taaki wo paiso ka gallat istemal na kar sake @ lamethoughts $ा
Hindi_image_665.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Gender,"भाई एक बात याद रखना जो लड़कीबाज़ी में पड़ गया, उसकी Body कभी नहीं बनती MUSC EBADI IlllI|) % ( CPAUL ' = 7"
Hindi_image_671.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Gender,"TITU
MAMA

Tu Usse Khila Gol Gappe
ya khila Rs 12 wali Maggi

Par Mere Chutiye Dost
Wo tujhe fir Bhi nahi Degi"
Hindi_image_673.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups,"दो घर की निकम्मी बेरोजगार औलादें
Monday को फिर से Gym में,
लोहा तोड़ने आ गई

MUSCCEBALI

MUSCGEBALI

ISHQ NAHI DEADLIFT KARO"
Hindi_image_674.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,"भाई वो तेरे तगड़ी Body बना के, MUSCEBALI Shirtless Halखेलनेके MUSG EBALI Plan काक्या हुआ ?"
Hindi_image_676.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual,Muthoot Finance Ka Owner Pehle Muth Maarta Tha Rahul Gandhi #SatyaVachanByRahulGandhi
Hindi_image_677.jpg,Negative,Non-Sarcastic,Vulgar,Abusive,Gender,tohaD bhundwa ma huluaar Lundwa
Hindi_image_678.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,"Ghanta farak nahi padta
bol kar ghanta ghanta
sochna is different kind
of pain

@lamethoughts"
Hindi_image_680.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,"Abhi to pehli manzil
hai Tum to abhi se
ghabara gye"
Hindi_image_683.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,"@hindimemesangh

प्रथम व अन्तिम पंक्ति छात्र युद्ध करते हुए
कि दुर्गध विपरीत दिशा से आ रही है

आप मध्य पंक्ति नीब्बा जो थुस्सी
मारकर चपचाप तमाशा देख रहे हैं"
Hindi_image_684.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others,"पर Trainer Bhaiya,आप ही ने तो कहा
था कि Holi पे बाहर का मत खाना

MUSC&EBALI

(तो मैंने घर पे बनी 60 गुजिया खा ली)"
Hindi_image_685.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,"my friend

BHUVAN BAM

Ek rasta yeh bhi hai khushiyo ko paane ka

TITU
MAMA

Seekh lo hunar Haath chalane ka .."
Hindi_image_686.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None,"अरे यार Mummy, उस डिब्बे में
Creatine था, आटा नही

MUSCGEBALI

(नुकसान kardis)"
Hindi_image_687.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None,"पर भाई तुझे कैसे पता चला ...

MUSĆCEBALI

MUSCGEBALI

ISHQ NAHI DEADLIFT KARO

26

TECHNOGYN

TECHN

हम लोग रात को Gym करते हैं"
Hindi_image_688.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,None,fitness influencer
Hindi_image_689.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,"ना Natty बन पाया

MUSCGEBALI

MUSCGEBALI

ना Naughty बन पाया"
Hindi_image_693.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,"भाई Monday को साथ
में Chest मारेंगे"
Hindi_image_694.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,"जब आपने प्रसिद्धि और टिक टोक अनुयाइयों हेतु एक नल्ले
टिकटोकिए के साथ खुद का अश्लील चलचित्र फैला दिया हो
पर आपको अब पता चले कि सरकार ने टिक टोक को ही
प्रतिबंधित कर दिया हो
टिक टोक वाली निब्बी:"
Hindi_image_698.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,"पहले हम

अब हम

MUSCGEBALI

NDC 0009-0417-02
0 ml Via
Depo®-Testosterone

LOT 928DM

enin Soluban
testosterone cynionate iniection. u

200 mg per ml

For intramuscular uso only

BLAKENTO

Caution Federal law pronipit

E BLAKENTŮ

dspensing without prescriptio

STRET
URFER

इसके लिए

इसके लिए

Cry किया

Cry किया

करते थे

करते हैं"
Hindi_image_7.jpg,Negative,Non-Sarcastic,Vulgar,Abusive,Gender,"Nari nari mat kar pagle, Nari he nark ka dwar. Khus bhi ho to kya degi? Whi malmutra ka dwar. gai"
Hindi_image_70.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Gender,"कोई लड़की तो ऐसा कहतीं है कि ""मुझे रसोई नहीं आती.. "" मेरी मॉम ने मुझे सिखाया ही नहीं! उसे पूछना चाहतें है कि. ये लंड चूसना , लंड के ऊपर उछलना डोगी स्टाइल वगैरा किसने सिखाया ?!!"
Hindi_image_700.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Others,"Chamch pai Chamch Chamch pai Jeera
TITU
MAMA

Mere Dost ki Gaand mai
hai Bohut bada Keeda"
Hindi_image_702.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,MUSC EBALI Legs Workout के भयंकर दुष्परिणाम
Hindi_image_703.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,None,MUSCEBALI आजती Blceps में तगड़ुा Pump आ गया
Hindi_image_704.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,अब Body बनाने का अंतिम मार्ग यही बचा हैं मितर MUSG EBALI
Hindi_image_706.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,"ये Creatine लेने की आदत

ALL SAINTS
NKRAL BOSHTAL

OLICE

MUSCGEBALI

एक दिन मेरे सर्वनाश का

कारण बनेगी"
Hindi_image_707.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,"BODY BUILDER

RS.1/-

MEE.THA MASALA
MOUTH FRESHNER MUSCGEBALI

अब बनेगी खतरनाक Body

(Yeah Buddy)

BODY BUILDER

NEETHA MASALA

WUTH FRESHNER"
Hindi_image_708.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Gender,"Ladki kaate toh love bite.. ""Hum kaate toh १४ Sui lagwate ho"" (Waah re duniya) @lamethoughts"
Hindi_image_71.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,None,"एक लड़का पैंट उतार कर लड़की से बोला पास ऐसी "" तलवार"" हैl लड़की सलवार उतार कर. जिनके पास ऐसी "" म्यान"" होती है उनके पास ""तलवारो"" कोई कमी नही होती है...!! तुम्हारे"
Hindi_image_710.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Gender,"Me

TITU
MAMA

Bhai bina Bandi kai tu itna khus kese rehta hai

my friend

Apna Haath Jagganath"
Hindi_image_712.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,"Ajeeb zindagi hai, liye hi jaari de hi nahi rahi."
Hindi_image_717.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others,"घर पे सिर्फ

5 मिनट

अगर Body बनानी
हैं, तो Gym Join
करना ही पड़ेगा

2.5Kg O

MUSCGEBALI"
Hindi_image_718.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual,"My friend*

THE

ENGINEER

BRO

Bhai meri wali Alag hai !!
Me*

THE

ENGINEER

BRO

Chutiye oh re chutiye

kaha se aava hai re tuu ..."
Hindi_image_719.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,"Chest Workout

MUSCGEBALI

Chest Workout"
Hindi_image_72.jpg,Positive,Non-Sarcastic,Vulgar,Non-abusive,None,गांड के साथ अक्सर यह घटना घट जाती है; वाह. वाह गांड के साथ अक्सर यह घटना घट जाती है; कोसों दूर होती है बहनचोद गांड पहले फट जाती हैl मुसीबत
Hindi_image_720.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,"भाई ज़रा देखना, Deadlift की
Position ठीक है न?"
Hindi_image_721.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,सुनाहै भाई तूआजकल बहुततगड़ी Bपkgकररहा है... MUSCGEBALI ये ले काजू बादाम से भरपूर Proteीnवाली खीर . Gaining में Hep करेगी
Hindi_image_722.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Viva me sir ne shakal dekh kar answer ke jagha subject ka naam puch liya (Vo bhi nahi bata paaya) @lamethoughts
Hindi_image_723.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual,"Bhai Me Ashima ko propose karne jaa rha hoon

Are Ruk jaa re bande kichutiya kat Padega."
Hindi_image_724.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Political,"Rahul Gandhi after his every speech.

Kshetrabasi Patra
@gentleman_jitu

Yahi baate to baad
me Meme banti hai."
Hindi_image_727.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,"हे भद्र !
@hindimemesangh

मैं एक व्यक्ति को जानता हूं जो
इरावती को पूरा कर सकता है .....

हैं ?? मैंने ये कभी
नहीं सोचा था

मुझे माफ़ कर दो मैंने झूठ बोला
था ऐसा कोई भी नहीं है"
Hindi_image_728.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Gender,"MUSCCEBALI

Madamji ... Please आप मुझे
तबाह कर दो

MUSCCEBALI"
Hindi_image_729.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Others,"Hamesha sochta tha agr
Sbke dost smart honge to
ch#tiye kiske Honge ...
Ab smjh a rahi kiske
honge"
Hindi_image_73.jpg,Neutral,Non-Sarcastic,Vulgar,Non-abusive,None,आपका *दिमाग* आलसी हो सकता हैं आपका लंड नहीं..* *काम की चीज़ें देखतें ही* *खड़ा हो जाता हैं!*
Hindi_image_731.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,"बस भाई ..

Last Set

0

No Pain No Gain"
Hindi_image_734.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others,"Log pyaar mein paagal hote hai, main apne parivaar mein hojaunga. @lamethoughts"
Hindi_image_739.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual,जब आप जोश में आकर ट्रैवल ब्लॉग खोले लेकिन लोग टिप्पणी में आपको व आपके समस्त परिवार को गालियां बकने लगे तब आहत हुए आप नीब्बाः @hindimemesangh मैं असफल रहा ३ आषञ३
Hindi_image_74.jpg,Negative,Non-Sarcastic,Vulgar,Abusive,Social Sub-groups,३ Married Lady* First Mere Pati To Pura Hath Ghusa Dete Hai. Second- Mere To Pair Bhi. Teesri Apni Saari Uthake Boli: Aji... Bahar Niklo G
Hindi_image_740.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,Rahta kahan hantul Footpath pe
Hindi_image_741.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Others,BFF Best friend forever Unoiilek| Tlu Mamna BFF Bhadwa Farzi Friend
Hindi_image_743.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,"Marr jayega tu

@nkshli shmma

excuse me

me"
Hindi_image_744.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual,"A

c

D

I want to see perpendicular

A

TITU
MAMA

C

I said perpendicular

B

D

let kai hila lai

Perfect"
Hindi_image_748.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual,"Amit Badhana Bb ki vines se badhiya agar easa sochte ho

TITU
MAMA

TO HO SAKTA HAI CHUTIYE HO TUM"
Hindi_image_759.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Others,"Student : ""Sir Kal tabiyat
kharab ho gayi thi so
homework nhi Kar paya. ""

Me:"" Abe lodu Kal raat 2 baje
tak jis Pooja s baat Kar Raha
Tha wo Mai hi hu.""

@harshastic

*Me as a teacher *

Translate Tweet"
Hindi_image_76.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Gender,"एक बस में आदमी और औरत एक ही सीट पर बैठे होते है. आदमी औरत से पूछता है. आदमीः "" आपके कितने बच्चे है?"" औरतः ""मेरे १० बच्चे है"" आदमीः ""मतलब को आपकी जमीन अछी उपजाऊ है"" औरतः मेरी जमीन उपजाऊ नहीं , मेरा किसान मेहनती है"""
Hindi_image_760.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,"Marr Jayegaa Tu

uozpa

Haan Maloom Hai Chal Apne Baap Ko Mat Sikh"
Hindi_image_761.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,हे भद्र ! मैं जानूता कि बिनोद कौन @hindmemesangh अगर थोड़ और समय मिल जाए हूँ
Hindi_image_764.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual,"SACCHA DOST KAUN HAI?

@Bandaslila

JO TRUTH & DARE ME
CRUSH SE PROPOSE KARWAYE

ADBHUT"
Hindi_image_766.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual,PUB G Babita G
Hindi_image_767.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual,"@AskRishabh

Koffee with Karan-show ka naam suna hal?

Haan Interview De Diya"
Hindi_image_768.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual,"Hardik Pandya Waiting
Outside,Karan Johar's House

Fb.com/AvpJokes"
Hindi_image_771.jpg,Negative,Non-Sarcastic,Vulgar,Abusive,Individual,"Kinshan Jhunghunwala

Salman bhai - Mujhe meri next
movie me 5-6 shirtless scene
chahiye, 400-500 cars udegi, aur
movie Eid p release honi chahiye.

Writers- Okay bhai. Aur Story?

Sallu bhal-
Transtate Toeet

MAA CHUDAVE"
Hindi_image_773.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual,Get this man a Condom
Hindi_image_774.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual,"BEST STAND UP COMEDIANS
THAT I KNOW

Cell Na

NAAPTOL ANCHORS"
Hindi_image_779.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual,"*At Gym * Day Bhai pack kline din me aa jayenge? Day ३ः Ye John Abraham Jaise biceps kitne din me ban jayenge? ६ Sirf pet thoda andar karwa do bus Day 8ः Won hot chick jo selfie lete -=7""1*0 -n Ea nlril--naan 7="" Day"
Hindi_image_781.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual,ni: - agar me bina fixing ke ion *Csk Hor Jayego Tu
Hindi_image_782.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual,"सुबह दर स उठन परापता ने पुत्र को गोली मारी, मौत Bhai Ab Tera Number Hai"
Hindi_image_786.jpg,Negative,Sarcastic,Vulgar,Abusive,Individual,"10:49

Friday, May 31

24.5KB/s4G LTE 15%

Today: 648.8MB
This month: 20.18GB

AX-ZOMATO
Zomato Cricket Cup begins! Win up to 100% aashbaak - 0

JCB की खुदाई ही देखते रहोगे ?

ok फिर मैं चली सोने huh - Goodnight

wifistudy . 1h
Daily Reminder
Attempt Today's all Quizzes

Updater · 1d
Updates are available
V10.2.3.0.NCFMIXM

X

Adda247 . 34m"
Hindi_image_787.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual,English detected Hindi damn girl you are hot as hell धिक्कार है लड़की तुम नरक के रूप में गर्म हो dhikkaar hai ladakee tum narak ke roop mein garm ho
Hindi_image_788.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,"you love this bantai

I love this Bantai

we are not same bro"
Hindi_image_790.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Political,"Hum Nahi Maante

Proof Dikhao"
Hindi_image_792.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual,"नारी नारी मत कर बालक , नारी मृत्यु का सार, खुश होके भी क्या दे, देगी मल मूत्र का द्वार| @1^418[1|.811!=7||1+|18-*4818*"
Hindi_image_793.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual,"No calls, |Under 0 No texts dank daddu understand. Lekin jab mai dry replies dene lagu Please underSiand"
Hindi_image_794.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual,ANGIE clellala peechhe dekho peechhe to dekho
Hindi_image_796.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual,Toxic है मगर handsomeहै
Hindi_image_797.jpg,Negative,Non-Sarcastic,Non Vulgar,Abusive,Others,Bacho Isi ko Chutiya kehte hain
Hindi_image_798.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others,Aye chup re ne waidi
Hindi_image_799.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others,Tum Sala Sundar Log Kisi Ke Sage Nhi Hote
Hindi_image_8.jpg,Negative,Non-Sarcastic,Vulgar,Abusive,Gender,"दो औरतें बस में सीट के लिए झगड़ रही थी| पहलीः ले रांड ये सीट अपने भोसड़े में डाल ले मादरचोद तू ये पूरी बस अपनी गांड में डाल ल इतने में कंडक्टर बोला , बहनजी , अगर आप ये सीट उनके भोसड़े में डाल देंगी| और ये बस उनकी गांड में डाल देंगी, तो मैं क्या अपने पैसेंजर को अपने लंड पर बिठा के घुमाऊंगा| दूसरीः"
